hospital_id,hospital_name,address,district,state,latitude,longitude,contact,specialties,facilities,emergency_services,hospital_category,total_num_beds,number_doctor
15487,Cumbala Hill Hospital and Heart Institute,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.962456,72.809803,+91-8638667585,"Cardiologist, Ophthalmology, Neurology, Oncology, Gynaecology","24 hours service, x-ray, pathology,",yes,private,101,16
15488,Asian Heart Institute And Research Center,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.06413,72.861656,+91-7345149145,"Cardiology,\n Cardiothoracic Surgery,\n Critical Care,\n Diabetology,\n Nephrology,\n Pediatric Cardiology","Robot-Assisted Surgery,\nCardiac Surgery,\nCardiology, Children's Heart Centre,\nPreventive Cardiology and Rehabilitation, Physiotherapy,\nExecutive Health Check Up,\nLaboratory, Medicine,\nChest Pain",no,private,112,17
15489,Lilavati Hospital and Research Center,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.051572,72.834631,+91-6727849725,"Anesthesiology,\n Audiology and Speech Therapy,\n Cardiology,\n Cardiothoracic Surgery,\n Cardiovascular Surgery,\n Chest Physician,\n Colorectal Surgery,\n Critical Care,\n Dermatology,\n Diabetology,\n ENT,\n Gastroenterology,\n Gastrology,\n General Medicine,\n General Surgery,\n Gynaecology,\n haematology,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Nuclear Medicine,\n Oncology,\n Ophthalmology,\n Orthopedics,\n Pathology,\n Pediatric Surgery,\n Pediatrics,\n Physiology,,\n Physiotherapy\n Plastic Surgery,\n Psychiatry,\n Psychology,\n Pulmonology,\n Radiology and Imageology,\n Rheumatology,\n Urology\n Vascular Surgery","Diagnostics,\nHealth check up,\nOPD,\nVisa medical,\nAKD unit",yes,private,123,19
15490,Tata Memorial Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.004114,72.842671,+91-8679651273,"Anesthesiology,\n Bio-Chemistry,\n Dentistry,\n General Medicine,\n Homeopathy,\n Medical Oncology,\n Micro-Biology,\n Pathology,\n Plastic Surgery,\n Preventive Oncology,\n Radiation Oncology,\n Surgical Oncology,\n Transfusion Medicine,","Blood bank, Pathology, Radiology, ICU, CCU, Maternal care",no,private,134,21
15491,Bhatia General Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.966468,72.815295,+91-8162186852,"Andrology,\n Audiology and Speech Therapy,\n Cardiology,\n Cardiovascular Surgery,\n Colorectal Surgery,\n Critical Care,\n Dentistry,\n Dermatology,\n Diabetology,\n Dietetics,\n Endocrinology,\n ENT,\n Gastro Surgery,\n Gastroenterology,\n Gastrointestinal Medicine,\n General Surgery,\n Gynaecology,\n Nephrology,\n Neuro Psychology,\n Neuro Surgery,\n Neurology,\n Oncology,\n Ophthalmology,\n Orthopedics and Traumatology,\n Pathology,\n Pediatric Surgery,\n Pediatrics,\n Physiotherapy,\n Plastic Surgery,\n Radiology,\n Respiratory, Medicine,\n Urology,\n Vascular Surgery,","Blood bank, Pathology, Radiology, ICU, CCU, Maternal care",yes,private,145,23
15492,Seven Hills Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.115491,72.872695,+91-9419433433,"Anesthesiology,\n Bariatric Surgery,\n Bio-Chemistry,\n Cardiology,\n Cosmetic Dermatology,\n Cosmetic Surgery,\n Critical Care,\n Dentistry,\n Dentistry and Maxillofacial Surgery,\n Dermatology,\n Dietetics,\n Endocrinology,\n Gastroenterology,\n haematology,\n Histopathology,\n Internal Medicine,\n Interventional Radiology,\n Laparoscopic Surgery,\n Medical Oncology,\n Micro-Biology,\n Neonatology\n Neuro Surgery,\n Neurology,\n Nuclear Medicine,\n Obstetrics and Gynaecology,\n Ophthalmology,\n Orthopedics,\n Pediatric, Cardiology,\n Pediatric Surgery,\n Pediatrics,\n Physiotherapy,\n Preventive, Medicine / Wellness\n Psychiatry\n Pulmonology\n Radiation Oncology\n Radiology and Imageology\n Rheumatology\n Spine Surgery\n Surgical Gastroenterology\n Transfusion Medicine\n Urology",Histopathology haematology Biochemistry Transfusion Medicine Microbiology Radiology and Imaging  Nuclear Medicine,no,private,156,24
15493,Bombay Hospital And Medical Research Center,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.941002,72.827324,+91-7306681495,"Allergy,\n Cardiothoracic Surgery,\n Cardiovascular Surgery,\n Critical Care,\n Dentistry,\n Dietetics,\n Endocrinology,\n ENT,\n Gastroenterology,\n General Medicine,\n General Surgery,\n Gynaecology,\n haematology,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Neurophysiology,\n Nuclear Medicine,\n Obstetrics,\n Oncology,\n Ophthalmology,\n Orthopedics,\n Pediatric Surgery,\n Pediatrics,\n Plastic Surgery,\n Psychiatry,\n Rheumatology,\n Surgical Oncology,\n Urology","CT scan,\nMRI,\nLinear, accelerator\nMammography\nUSG,\nColour Doppler,\nRadiology,\nEcho and stress,\nHolter Monitoring",yes,private,167,26
15494,P.D.Hinduja National Hospital and Research center,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.03749,72.839064,+91-6580989010,"Allergy,\n Anesthesiology,\n Cardiology,\n Cardiothoracic Surgery,\n Cardiovascular Surgery,\n Dentistry,\n Dermatology,\n Diabetic Foot Surgery,\n Endocrinology,\n ENT,\n Gastro Surgery,\n Gastroenterology,\n General Medicine,\n General Surgery,\n Genetics,\n Gynaecology,\n haematology,\n Interventional Radiology,\n IVF and Infertility,\n Laboratory Medicine,\n Minimal Access Surgery,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Nuclear Medicine,\n Obesity,\n Ophthalmology,\n Orthopedics,\n Pain Management,\n Pediatric Nephrology,\n Pediatric Neuro, Rehabilitation,\n Pediatric Neurology,\n Pediatric Surgery,\n Pediatrics,\n Physiotherapy,\n Plastic Surgery,\n Psychiatry,\n Pulmonology,\n Radiation Oncology,\n Rheumatology,\n Surgical Oncology,\n Uro Oncology,\n Urology,\n Vulvology","IVF, Blood bank, Pathology, ICU, CCU, Radiology,",no,private,178,28
15495,Saifee Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.952508,72.818199,+91-8706578852,"Audiology and Speech Therapy,\n Ayurveda,\n Bariatric Surgery,\n Cardiology,\n Cardiothoracic Surgery,\n Cardiovascular Surgery,\n Chest Physician,\n Cosmetic Surgery,\n Dentistry,\n Dermatology,\n Diabetology,\n Endocrinology,\n Endoscopic, Head and Neck Surgery,\n Endoscopy,\n ENT,\n Gastroenterology,\n Gastrointestinal Surgery,\n General Surgery,\n haematology,\n Hepatology,\n Homeopathy,\n Interventional Cardiology,\n Knee Surgery,\n Laboratory Medicine,\n Maxillofacial Surgery,\n Neonatology,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Neurophysiology,\n Nuclear Medicine,\n Obstetricsand Gynaecology,\n Oncology,\n Ophthalmology,\n Orthopedics,\n Pathology,\n Pediatric Cardiology,\n Pediatric Endocrinology,\n Pediatric Neurology,\n Pediatric Orthopedics,\n Pediatric Surgery,\n Pediatrics,\n Physiotherapy,\n Plastic Surgery,\n Psychiatry,\n Renal Transplant,\n Respiratory  Medicine,\n Rheumatology,\n Spine Surgery,\n Surgical Oncology,\n Urology,\n UroSurgery","Operation Theatre,\n24hr Pharmacy,\nBlood Bank,\nMedical Library,\nAuditorium,\nCafeteria,\nAmbulance,\nCommunication Facilities,\nCSSD and Laundry,\nWaiting Area,\nMaternity Ward, and NICU",yes,private,189,30
15496,"Fortis Hospitals, Mulund","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.191819,72.834875,+91-7235507242,"Andrology,\n Bariatric Surgery,\n Cardiology,\n Cardiothoracic Surgery,\n Cardiovascular Surgery,\n Dentistry,\n Dermatology,\n Diabetology,\n Endocrinology,\n ENT,\n Fetal Medicine,\n Gastroenterology,\n General and Laparoscopic Surgery,\n Gynaecology,\n Hepatology,\n Hip Surgery,\n Joint Replacement Surgery,\n Knee Surgery,\n Minimal Access Surgery,\n Nephrology,\n Neuro Surgery,\n Neurointensive care,\n Neurology,\n Obesity,\n Obstetricsand Gynaecology,\n Oncology,\n Ophthalmology,\n Pain Management,\n Palliative Care,\n Pediatric Cardiology,\n Pediatric Neurology,\n Pediatrics,\n Psychiatry,\n Radiology,\n Respiratory Medicine,\n Rheumatology,\n Spine Surgery,\n Surgical Oncology,\n Urology","Airport transfer Service,\nScheduling of all medical appointments\nCoordination of the admissions process,\nCost estimates for anticipated treatment,\nProcessing of medical second opinions,\nBooking of Hotel/Service Apartments\nFlight, Arrangements and Extensions / Visa Assistance\nProvide Language Interpreters\nSpecial dietary needs / religious arrangements\nLocal Sightseeing\nForeign Exchange\nRemote Consultations via Telemedicine\nProviding news and information of patient's relatives back home\nTravel Assistance\nInsurance Services\nFinancial Services",no,private,200,32
15497,Jaslok Hospital And Medical Research Institute,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.975576,72.809737,+91-6364274841,"Acupuncture,\n Anesthesiology,\n Audiology and Speech Therapy,\n Cardiology,\n Cardiothoracic Surgery,\n Cardiovascular Surgery,\n Critical Care,\n Dentistry,\n Dermatology,\n Diabetology,\n Endocrinology,\n ENT,\n Gastroenterology,\n General and Laparoscopic Surgery,\n General Medicine,\n Gynaecology,\n Internal Medicine,\n Medical Oncology,\n Neonatology,\n Nephrology,\n Neurology,\n Nuclear Medicine,\n Oncology,\n Ophthalmology,\n Orthopedic Surgery,\n Orthopedics,\n Paediatric, Rheumatology,\n Pain Management,\n Pathology,\n Pediatric  Cardiology,\n Pediatric Nephrology,\n Pediatric Neurology,\n Pediatric Orthopedics,\n Pediatric Urology,\n Pediatrics,\n Pediatrics and Neonatology,\n Physiotherapy,\n Plastic Surgery,\n Psychiatry,\n Radiation Oncology,\n Urology","Blood bank,\nPharmacy,\nPatient Rights,\nGeneral Payment,\nOPD Schedule,\nCasualty,\nHealth Check up,\nDay Care,\nBlood Bank,\nAdmission, Procedure\nDischarge Procedure,\nDiagnostic Services,",yes,private,211,33
15498,Guru Nanak Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.160771,72.913912,+91-8031162009,"Anesthesiology,\n Chest Physician,\n Clinical Psychology,\n Dermatology,\n Diabetology,\n Endocrinology,\n Gastroenterology,\n General Medicine,\n General Surgery,\n Gynaecology,\n haematology,\n Laparoscopic Surgery,\n Nephrology,\n Neurology,\n Oncology,\n Ophthalmology,\n Pediatric Surgery,\n Pediatrics,\n Physiotherapy,\n Plastic Surgery,\n Psychiatry,\n Radiology,\n Rheumatology,\n Urology,","ICU, CCU, Routine Health Check -Up,\nExecutive Health Check-Up,\nComprehensive, Health Check-Up,\nDiabetic Health Check,\nCardiac Risk Evaluation,\nHypertension, Profile,\nRenal Profile,\nLiver Profile,\nAnemia Profile,\nMenopausal Profile,\nInfertility Profile (Female),\nInfertility Profile (Male),\nWell Women, Check\nSenior Citizen, Check\n, Child Health Check\n, Pre-Employment Check\n, Household, Employee Check\n, Antenatal Check\nFever Profile\n",no,private,222,35
15499,Criticare Multispeciality Hospital and Research Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.114583,72.835871,+91-9397685930,"Cardiology,\n Cardiothoracic Surgery,\n Dermatology,\n Diabetology,\n Endoscopy,\n ENT,\n Gastroenterology,\n Nephrology,\n Neuro Surgery,\n Neurology\n Obesity,\n Obstetricsand Gynaecology,\n Oncology,\n Ophthalmology,\n Orthopedic Surgery,\n Pediatrics,\n Plastic Surgery,\n Psychiatry,\n Pulmonology,\n Urology,","Mammography\n3D and 4D Sonography, Stress Test,\nECG 2D Echo, Colour Doppler and Multi Slice\nCT Scan,\nDay Care\nAmbulance  service, Emergency,\nHome Visit, Facility\nDay and Night pharmacy,\nCafeteria,",yes,private,233,37
15500,Surana Sethia Hospital and Research Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.053635,72.885174,+91-9041092142,"Allergy,\n Anesthesiology,\n Cardiology,\n Cardiothoracic Surgery,\n Chest Physician,\n Colorectal Surgery,\n Dermatology,\n Dietetics,\n ENT,\n Family Medicine,\n General Surgery,\n Gynaecology,\n Hemato Oncology,\n haematology,\n Internal Medicine,\n Nephrology,\n Neurology,\n Obstetricsand Gynaecology,\n Oncology,\n Ophthalmology,\n Orthopedics and Traumatology,\n Pathology,\n Pediatrics,\n Physiotherapy,\n Plastic Surgery,\n Radiology,,\n Spine Surgery\n Urology","Blood Bank,\nCT Scan,\nEEG,\nEMG Laboratory Service,\nLaparoscopy,\nStress test(TMT),\nUltra Sound,\nAmbulance Facility,\n Attendants Facilities,\nCash Less Service,\n Emergency,\nICU Facility,\n Women's Health, OPD service",no,private,244,39
15501,Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.136325,72.82766,+91-7277800746,"Anesthesiology,\n Cardiology,\n Cardiovascular Surgery,\n Critical Care,\n Dentistry,\n Dermatology,\n Diabetology,\n Emergency Medicine,\n Endocrinology,\n ENT,\n Gastroenterology,\n General Surgery,\n Gynaecology,\n Haematology,\n Internal Medicine,\n Interventional Radiology,\n IVF and Infertility,\n Joint Replacement Surgery,\n Laboratory Medicine,\n Minimal Access Surgery,\n Nephrology,\n Neuro Surgery,\n Neurology,\n Nuclear Medicine,\n Obstetricsand Gynaecology,\n Oncology,\n Ophthalmology,\n Orthopedics,\n Pain Management,\n Pediatric, Cardiology,\n Pediatric Cardiothoracic Surgery,\n Pediatric Neurology,\n Pediatric Surgery,\n Plastic Surgery,\n Psychiatry,\n Pulmonology,\n Radiation Oncology\n Reproductive  Medicine,\n Respiratory Medicine,\n Rheumatology,\n Robotic Surgery,\n Sports Medicine,\n Urology,\n Vascular Surgery","Executive  Health Chekup,\nAccident and Emergency,\nBlood Bank,\nDialysis",yes,private,35,5
15502,Aditya Jyot Eye Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.01641,72.855261,+91-9126412264,Ophthalmology,"Retina Vitreous Service,\nCataract,\nCornea, Sutureless,\nCorneal Transplantation,\nKeratoconus\nOculoplastic and Facial Plastic Surgery,\nBotox Therapy,\nGlaucoma,\nPaediatric,\nOphthalmology,\nSquint Clinic,\nContact Lenses,\nLasik and Refractive Surgery,\nUveitis Low, Vision Aids",no,private,46,7
15503,Shree Bidada Sarvodaya Trust Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.002157,72.841579,+91-6230406745,"Dentistry,\n Gynaecology,\n Ophthalmology","Pathology, Daycare operation services, X-Ray services, ENT operation services, Ophthalmic services, Eye operation services and general operation services",yes,private,57,9
15504,Bombay City Eye Institute and Research Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.962999,72.817575,+91-6568122898,Ophthalmology,"Cataract, Glaucoma,\nRetina and Uveitis Squint and Pediatric, Ophthalmology,\nOculoplasty,\nOrbit and Ocular, Oncology,\nNeuro Ophthalmology,\nCornea Refractive, Procedures,\nContact Lens, Services\nBotox Low, Vision Aids",no,private,68,10
15505,The B.D.Petit Parsee General Hospital,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.966875,72.805182,+91-9856051099,"Acupuncture,\n Anesthesiology,\n Audiology and Speech Therapy,\n Cardiovascular Surgery,\n Dentistry and Maxillofacial Surgery,\n Dermatology,\n Endocrinology,\n ENT and Head and Neck Surgery,\n Gastroenterology,\n haematology,\n Homeopathy,\n Nephrology,\n Neurology,\n Obstetricsand Gynaecology,\n Oncology,\n Ophthalmology,\n Orthodontics,\n Orthopedic Surgery,\n Pathology,\n Pediatric Surgery,\n Physiology,\n Physiotherapy,\n Plastic Surgery,\n Psychiatry,\n Psychology,\n Radiology,\n Sonology,\n UroSurgery,\n Vascular Surgery,","OPD Monday to Friday - 08:00 a.m. 03:00 p.m Operation Theatre, Blood bank, pathology, ICU, CCU, Radiology, Physiotherapy",yes,private,79,12
15506,"Centre For Sight, Juhu","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.110295,72.840969,+91-8130557146,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,private,90,14
15507,Asian Heart Institute,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.056221,72.853763,+91-7160709065,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,private,101,16
15508,"CGHS Dispensary No.1, C.G.O.","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.233089,72.931515,+91-7865428134,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,government,112,17
15509,"CGHS Dispensary No.2, Pedder Road,","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.080005,72.937439,+91-8174711824,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,government,123,19
15510,"CGHS Dispensary No.3, Worli","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.187579,72.969977,+91-6591503344,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,government,134,21
15511,"CGHS Dispensary No.4, Mahim Building","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.092602,72.999658,+91-9615749813,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,government,145,23
15512,"CGHS Dispensary No.5, Santacruz","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.103419,72.854365,+91-9976910074,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,government,156,24
15513,"CGHS Dispensary No.6, Ghatkopar","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.140398,72.937936,+91-7845547107,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,government,167,26
15514,"CGHS Dispensary No.7, Wadala","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.164804,72.917221,+91-6171840882,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,government,178,28
15515,"CGHS Dispensary No.8, Koliwada","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.030998,72.862675,+91-7052740569,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,government,189,30
15516,CGHS Dispensary No.9,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.15539,72.897961,+91-8183375219,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,government,200,32
15517,"CGHS Dispensary No.10, Bandra","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.060692,72.83625,+91-8844813383,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,government,211,33
15518,"CGHS Dispensary No.11, Byculla","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.975113,72.829884,+91-7532573933,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,government,222,35
15519,"CGHS Dispensary No.14, Vakola","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.078878,72.850031,+91-8724266583,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,government,233,37
15520,"CGHS Dispensary No.15, Deonar","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.2125,72.845984,+91-7733191103,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,government,244,39
15521,"CGHS Dispensary No.16, Matunga","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.226416,72.861021,+91-7767907492,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,government,35,5
15522,"CGHS Dispensary No.17, Bhandup","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.149901,72.931134,+91-9130724105,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,government,46,7
15523,"CGHS Dispensary No., Vikhroli","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.219619,72.951913,+91-7147897838,"Emergency, Pulmonology, Critical Care Medicine, Infectious Diseases, General Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,government,57,9
15524,"CGHS Dispensary No.19, Mulund","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.172554,72.942537,+91-7353177893,"Dermatology, Plastic Surgery, General Medicine, Emergency, ENT","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,government,68,10
15525,"CGHS Dispensary No.20, Goregaon","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.102882,72.880226,+91-6897071684,"Neurology, Neurosurgery, Emergency, Psychiatry, Rehabilitation","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,government,79,12
15526,"CGHS Dispensary No.21, Sahar","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.101551,72.863172,+91-6448769060,"Emergency, Cardiology, Neurology, General Medicine, Trauma Care, Pulmonology","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,government,90,14
15527,CGHS Dispensary No.22,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.13516,72.918645,+91-8521466156,"Emergency, Trauma Care, Neurology, Cardiology, General Surgery, Nephrology","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,government,101,16
15528,CGHS Dispensary No.23,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.141882,72.858783,+91-8080504710,"Emergency, General Medicine, Pediatrics, Orthopedics, Obstetrics & Gynecology","Emergency, Trauma Unit, Operation Theater, 24x7 Ambulance",no,government,112,17
15529,"CGHS Dispensary No.24, Kanjurmarg","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.161106,72.825971,+91-9041126597,"Cardiology, Cardiothoracic Surgery, Emergency, Vascular Surgery, ICU","ICU, Emergency, Ventilators, Blood Bank, CT Scan, Pathology",yes,government,123,19
15530,"CGHS Dispensary No.25, Jogeshwari","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.131968,72.860779,+91-7193126253,"Oncology, Radiology, Chemotherapy, General Surgery, Nuclear Medicine","Trauma Center, Emergency, ICU, Blood Bank, Dialysis, MRI",no,government,134,21
15531,"CGHS Dispensary No.26, Seepz","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.115491,72.872695,+91-9616850142,"Emergency, Gastroenterology, Hepatology, General Surgery, Internal Medicine","Cardiac Cath Lab, Emergency, Advanced ICU, Ambulance, Pharmacy",yes,government,145,23
15532,"CGHS Sub-Dispensary, Juhu","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.248229,72.921143,+91-7106759217,"Emergency, Nephrology, Urology, Dialysis, Transplant Surgery","Cancer Therapy, Chemotherapy, Radiation, ICU, Surgery, PET-CT",no,government,156,24
15533,CGHS Sub-Dispensary Nepean Sea Road,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,18.959327,72.801263,+91-8571577702,"Emergency, Orthopedics, Spine Surgery, Trauma Care, Physical Medicine","Emergency, General Ward, ICU, Pharmacy, Digital X-Ray",yes,government,167,26
15534,"CGHS Polyclinic, Ballard Estate","Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.210738,72.891675,+91-6147668262,"Pediatrics, Neonatology, Pediatric Surgery, Emergency, General Medicine","Advanced ICU, Dialysis, Organ Transplant, Emergency, Blood Bank",no,government,178,28
15535,CGHS Polyclinic Koliwada,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.03278,72.864102,+91-8530926779,"Obstetrics & Gynecology, Pediatrics, Emergency, Neonatology, Infertility","NICU, PICU, Maternity Ward, Emergency, Pediatric ICU",yes,government,189,30
15536,Aayush Eye Clinic Microsurgery and Laser Centre,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.059731,72.898948,+91-9178674475,"Cataract Surgery, Pediatric Ophthalmology, Corneal Disorders, Oculoplastic,","Fully Equipped Operation Theatre, LASIK Operation Theatre, Sterilization Annexe",no,private,200,32
15537,Dr.Shyam Agrawal,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.134894,72.895764,+91-7346827425,"Paediatric Ophthalmology and Squint, Oculoplasty and Orbital diseases, Laser Service, Vitreo Retina, Glaucoma.","Customized LASIK with Allgreto Wave Eye Q Laser Machine, Excellent Surface Quality, Easy and Effective Alignment System, Advanced Ergonomics and User Friendly Platform, OPD-Scan Wavefront Mapping.",yes,private,211,33
15538,Amruta Surgical And Maternity Home,"Main Hospital Road, Mumbai, Maharashtra",Mumbai,Maharashtra,19.089879,72.908696,+91-6061014480,"Obstetrics and Gynaecology, Surgery, such as Plastic surgery, Urology related surgeries, Paediatrics, Laparoscopy Surgery, Oncosurgery,\nGeneral Medicine,\nGynaecological operations, such as family planning (tubectomy), Hysterectomy (removal of Uterus),\nUrological problems in women and children,\nGeneral surgeries for Appendix, Hernia, Hydrocele, Piles and Fistula,\nMinimally invasive endoscopic surgery (key hole surgery),\nMale and Female infertility treatments,\nTreatment for kidney stones, prostate and all urinary problems,\nFamily planning center and pre-marital counseling,\nPre- Marital Counselling.","10 bed facility,\nWell equipped operation theater with multiparty monitors,\nGovernmentrecognized MTP center,\nCashless Mediclaim insurance,\nUltrasonography (USG),\nGovt registered family planning centre,\nLabor room with foetal monitor (NST),\nPainless delivery managed by round the clock anesthetist,\nWell equipped NICU (New born baby care),\nImmunization and well baby clinic,\nChildhood asthma clinic and management,\nNebulization / ECG / Pathology,\nMedical care for Diabetes, Blood Pressure and Heart Problems,\nPediatric - N I C.U.",no,private,222,35
