hospital_id,Hospital_Name,Address_Original_First_Line,District,State,latitude,longitude,Telephone,Mobile_Number,specialties,facilities,emergency_services,Emergency_Num,Hospital_Category,Hospital_Care_Type,Total_Num_Beds,number_doctor,Sr_No,Location_Coordinates,Location,Discipline_Systems_of_Medicine,Subdistrict,Pincode,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
,Apex Hospital,"C. S No 517 A/13, Plot No-27 Near Gadre Garden , Shivaji Pak",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16325.0,"16.7049873, 74.2432527","C. S No 517 A/13, Plot No-27 Near Gadre Garden, Shivaji Pak,Kolhapur",0,0,416012,0,0,0,0,0,2533202,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Ashwini Hospital,"G N Chambers, Kolekar Tikati Mangalwar Peth",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16326.0,"16.6904996, 74.2221575","G N Chambers, Kolekar Tikati Mangalwar Peth Kolhapur",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Deshpande Orthopaedic Hospital - Kolhapur,"1731 / 15 / B, New Mahadwar Road",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16327.0,"16.6899295, 74.2224289","1731 / 15 / B, New Mahadwar Road",0,0,416012,0,0,0,0,0,2621559,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Dr Joshis Orthopaedic Centre,"2603/13 B, Shri Subhash Road, Near Gokhale College",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16328.0,,"2603/13 B, Shri Subhash Road, Near Gokhale College",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Dr.Chandrashekar Shaligram Eye and Contact Lens Clin,"#11871/1`E` Ward, Plot No.18, Rajarampuri, 4Th Lane",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16329.0,"16.6961937, 74.2427534","11871/1`E` Ward, Plot No.18, Rajarampuri, 4Th Lane, Kolhapur,",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Gajanan Orthopaedic Center,Near Inkhambi Ganesh Mandir Near Mirajkar Tikit Near Mirajkar Tikit,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16330.0,,Near Inkhambi Ganesh Mandir Near Mirajkar Tikit Near Mirajkar Tikit,0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Gangotri Hospital,"716-A, Manglwar Peth",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16331.0,"16.6904996, 74.2221575","716-A, Manglwar Peth, Kolhapur",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Kapileshwar Nursing Home and Dental Clinic,,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16332.0,"16.7049873, 74.2432527",Kolhapur,0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Karna Hospital,"Plot No.95, A Ward,T P Scheme No.2,Harimandir Road,Dudhali",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16333.0,,"Plot No.95, A Ward,T P Scheme No.2,Harimandir Road,Dudhali,",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Kotkar Hospital,"No. 2563, B Ward, Khasbaug, Mangalwar Peth",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16334.0,"16.6926103, 74.2261864","No. 2563, B Ward, Khasbaug, Mangalwar Peth",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Lalla : The Total Care,"#29, Sham Society,Devkar Panand",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16335.0,,"29, Sham Society,Devkar Panand .",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Lotus Hospital and Reserach Centre,"146, A Ward, Dudhali, Near Rankal Ves S.T. Stand",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16336.0,"16.7049873, 74.2432527","146, A Ward, Dudhali, Near Rankal Ves S.T. Stand, Kolhapur,",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Omkar Hospital,"1929, A, Rankala Road",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16337.0,"16.6866793, 74.2067778","1929, A, Rankala Road, Kolhapur",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Orthopaedic Centre and Nursing Home,"2608, 13 / 13, Subhash Road, Near G K C College",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16338.0,"23.2551197, 87.8533437","2608, 13 / 13, Subhash Road, Near G K C College",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Patil Hospital,"1669, A Ward Opp The Saraswat Bank Rankala Tower Branch, Rankala Road Rankala Tower Branch, Rankala Road",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16339.0,,"1669, A Ward Opp The Saraswat Bank Rankala Tower Branch, Rankala Road Rankala Tower Branch, Rankala Road",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Raghunathrao Nimbalkar Memorial Hospital,"1670/A, A Ward Rankalavesh Road Shivaji Peth Shivaji Peth",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16340.0,"16.8356269, 74.3113931","1670/A, A Ward Rankalavesh Road Shivaji Peth Shivaji Peth",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sai Kala Clinic,"1010/30,`A`,Apte Nagar,Radhanagari Road",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16341.0,"16.6753913, 74.2074648","1010/30,`A`,Apte Nagar,Radhanagari Road,Kolhapur",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sai-Ganesh Hospital,,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16342.0,"16.7049873, 74.2432527",Kolhapur,0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Siddhesh Hospital,Near Gokhale College,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16343.0,"16.7049873, 74.2432527","Near Gokhale College,Kolhapur",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sona Maternity and Nursing Home,186/2 T.P. Scheme No2 Hari Mandir Road Hari Mandir Road,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16344.0,,186/2 T.P. Scheme No2 Hari Mandir Road Hari Mandir Road,0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Tamhankar Hospital and Ultrasonography Clinic - Kolh,"1498/1,Gulab Galli Corner, Kalamba Road, Mangalwar Peth",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16345.0,"16.6757342, 74.2201167","1498/1,Gulab Galli Corner, Kalamba Road, Mangalwar Peth, Kolhapur",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Yasho Datta Accident Hospital,"Farakate Complex , Gargoti Road",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16346.0,,"Farakate Complex, Gargoti Road",0,0,416012,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Awalekar Hospital,"2008/A-115, 11 Th Lane, Kadage Mala",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16347.0,,"2008/A-115, 11 Th Lane, Kadage Mala,",0,0,416101,0,0,0,0,0,227200,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Birnale Hospital,11 Th Line Jaysingpur,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16348.0,"16.7812047, 74.5523643","11 Th Line Jaysingpur, Kolhapur",0,0,416101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Choudhari Hospital,Kop Road Kalage Mala Jaysingpur,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16349.0,"16.7812047, 74.5523643","Kop Road Kalage Mala Jaysingpur, Kolhapur",0,0,416101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Netra Sanjivni Unit Jaysingpur,Sangli Road Jaysingpur,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16350.0,"16.7295169, 74.4845018","Sangli Road Jaysingpur, Kolhapur",0,0,416101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Shanti Maternity Hospital,"Kadage Mala Near City Post, Jaisingpur",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16351.0,"16.7812047, 74.5523643","Kadage Mala Near City Post, Jaisingpur",0,0,416101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Shree Maternity Home,"Shivaji Housing Society, Jaysingpur",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16352.0,"16.7812047, 74.5523643","Shivaji Housing Society, Jaysingpur",0,0,416101,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Ankur Children Hospital,Near New Market Ring Rd Kurandawad Shirol,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16353.0,,Near New Market Ring Rd Kurandawad Shirol,0,0,416103,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Vinay Jyoti Hospital,Kurunwad Behind Kurunwad Bus Stop Taluka Shirol,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16354.0,,Kurunwad Behind Kurunwad Bus Stop Taluka Shirol,0,0,416103,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sumitra Hospital,"Majarewadi Road, Kurundwad",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16355.0,"16.6722408, 74.5928201","Majarewadi Road, Kurundwad, Kolhapur",0,0,416106,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Dr Mahapure Hospital,"At- Post- Vadgaon, Tal- Hatkanangale",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16356.0,,"At- Post- Vadgaon, Tal- Hatkanangale",0,0,416112,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Ent Hospital (Dr. Balashed Patil),Shivaji Nagar Kolahpur,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16357.0,"16.8294965, 74.6385793",Shivaji Nagar Kolahpur,0,0,416112,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Kudalkar Hospital,"Near Vadgon High School , Hatkangale Road , Hatkangale Road",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16358.0,,"Near Vadgon High School, Hatkangale Road Hatkangale Road ,",0,0,416112,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sonkamal Orthopedic Hospital,"Opposite Petrol Pump, Hatkanangale Road , Pwth Vadgaon",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16359.0,"18.7381403, 73.6389038","Opposite Petrol Pump, Hatkanangale Road, Pwth Vadgaon",0,0,416112,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Om Swaroop Hospital,Ratnagiri Naka 536 D Ward Malkapur Tal Shahuwadi Malkapur Tal Shahuwadi,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16360.0,"16.9101458, 73.9462689",Ratnagiri Naka 536 D Ward Malkapur Tal Shahuwadi Malkapur Tal Shahuwadi,0,0,416113,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Shree Hospital Kodoli,"At Post. Kodoli, Tal -Panhala",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16361.0,,"At Post. Kodoli, Tal -Panhala",0,0,416114,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Yashwant Dharmartha Ayurvedic Rugnalay,"Kodoli, Tal: Panhala",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16362.0,"16.8106871, 74.1181234","Kodoli, Tal: Panhala,",0,0,416114,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Accident Fracture Orth and Surgical Hospital,"Behind Upvan Hotel, Near Modern High School, Kabnoor Road, Ichalkaranji",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16363.0,"16.7090008, 74.4560807","Behind Upvan Hotel, Near Modern High School, Kabnoor Road, Ichalkaranji",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Dr V G Joshi,Station Road Ichalkaranji,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16364.0,"16.7069621, 74.45176",Station Road Ichalkaranji,0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Dr.Amar Kulkarni,Ichalkaranji,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16365.0,"16.7090008, 74.4560807",Ichalkaranji,0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Dr.Joshi Hospital,"Station Road,Near Padal Sizing,Opposite Mseb",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16366.0,,"Station Road,Near Padal Sizing,Opposite Mseb.",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Kalp-Deep Hospital,"Mahatma Phule Chowk, Vetal Peth, Ichalkaranji",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16367.0,"16.7090008, 74.4560807","Mahatma Phule Chowk, Vetal Peth, Ichalkaranji.",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Maternity and Surgical Hospital,"Kaagware Makka , Echalkaranji",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16368.0,,"Kaagware Makka, Echalkaranji",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Niramaya Hospital,691/1 Niramayee Ring Road Niramayee Ring Road Ichalkuranji,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16369.0,,691/1 Niramayee Ring Road Niramayee Ring Road Ichalkuranji,0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,"Safalya Fertility, Endoscopy And Intensive Medical Care Centre- Ichalkaranji","9/26, Safalya Salunke Mala, Sangli Wes, Aamrai Rasta",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16370.0,,"9/26, Safalya Salunke Mala, Sangli Wes, Aamrai Rasta",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sanjayot Netralaya,"Near Shahu Putla, Kolhapur Road",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16371.0,,"Near Shahu Putla, Kolhapur Road,",0,0,416115,0,0,0,0,0,2431552,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Shraddha Surgical Hospital,"16/1536,Near Bhagya Rekha Talkles,Kolhapur Road Ichalkaranji",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16372.0,"16.6900416, 74.4563935","16/1536,Near Bhagya Rekha Talkles,Kolhapur Road Ichalkaranji",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Snehdeep Nursing Home,"10/7901,Tilak Nagar,Ichalkaranji",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16373.0,"16.7090008, 74.4560807","10/7901,Tilak Nagar,Ichalkaranji",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sushil Datta Orthopedic Center,"Mahasatta Circle, Sangli Road, Ichalkarnaji, Taluka-Hatkanagale",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16374.0,,"Mahasatta Circle, Sangli Road, Ichalkarnaji, Taluka-Hatkanagale,",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Tdcpls Sanjeevani Hospital and Critical Care,"11/448, 450, Near Radha Krishna Theatre",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16375.0,"17.4517795, 78.5360573","11/448, 450, Near Radha Krishna Theatre,",0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,"Yamuna Surgicals,Ichalkaranji",Ichalkaranji,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16376.0,"16.682836, 74.4444595",Ichalkaranji,0,0,416115,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sangeeta Hospital,"City Centre, In Front Rankala Talim",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16377.0,"16.7049873, 74.2432527","City Centre, In Front Rankala Talim, Kolhapur",0,0,416122,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Shree Datta Shetkari Sahakari Sakhar Karkhana Ltd,"Dattanagar, Shirol",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16378.0,"16.751121, 74.5887991","Dattanagar, Shirol,",0,0,416122,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Galaxy Hospitals Ltd,"Nivrutti Colony, Warananagar Warananagar",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16379.0,,"Nivrutti Colony, Warananagar Warananagar",0,0,416201,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Tara Hospital,At Post Yavaluj Tal. Panhala Tal. Panhala,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16380.0,"16.8106871, 74.1181234",At Post Yavaluj Tal. Panhala Tal. Panhala,0,0,416204,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,"Parvati Hospital, Kale","Bazar Bhogaon, Kale Road, Kale, Tal-Panhala",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16381.0,"16.8106871, 74.1181234","Bazar Bhogaon, Kale Road, Kale, Tal-Panhala",0,0,416205,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Shri Ram Clinic,"At Post - Yavaluj, Tal Panhala",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16382.0,"16.8106871, 74.1181234","At Post - Yavaluj, Tal Panhala,",0,0,416205,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Jadhav Hospital,Gaganbawada Kolhapur Main Road Nivade Salwan Nivade Salwan,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16383.0,,Gaganbawada Kolhapur Main Road Nivade Salwan Nivade Salwan,0,0,416206,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Mamta Clinic and Nursing Home,"At Post Salavan, Tal Gagan Bavada",Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16384.0,,"At Post Salavan, Tal Gagan Bavada",0,0,416206,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Chavan Hospital,Gargoti Tal.Bhudergad,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16385.0,,Gargoti Tal.Bhudergad,0,0,416209,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Sanjeevani Hospital,Bambavde Tel Shauwadi,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16386.0,,Bambavde Tel Shauwadi,0,0,416213,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
,Ganga Hospital,Newar Post Office Men Road Kagal,Kolhapur,Maharashtra,,,0,0,,,,0,0,0,0,,16387.0,"16.5884342, 74.3099863","Newar Post Office Men Road Kagal, Kolhapur",0,0,416216,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27.0,530.0
